City	Cases	Date
Волоколамск	64	16.05.2020
Воскресенск	430	16.05.2020
Дзержинский	287	16.05.2020
Дмитров	513	16.05.2020
Долгопрудный	399	16.05.2020
Домодедово	611	16.05.2020
Дубна	70	16.05.2020
Егорьевск	241	16.05.2020
Жуковский	318	16.05.2020
Зарайск	71	16.05.2020
Звездный городок	3	16.05.2020
Ивантеевка	511	16.05.2020
Истра	348	16.05.2020
Кашира	58	16.05.2020
Клин	643	16.05.2020
Коломна	814	16.05.2020
Королев	1341	16.05.2020
Котельники	193	16.05.2020
Красноармейск	34	16.05.2020
Красногорск	1328	16.05.2020
Краснознаменск	147	16.05.2020
Ленинский	836	16.05.2020
Лобня	389	16.05.2020
Лосино-Петровский	45	16.05.2020
Лотошино	21	16.05.2020
Луховицы	173	16.05.2020
Лыткарино	132	16.05.2020
Люберцы	1160	16.05.2020
Можайск	88	16.05.2020
Мытищи	898	16.05.2020
Наро-Фоминск	339	16.05.2020
Одинцово	1294	16.05.2020
Озеры	104	16.05.2020
Орехово-Зуево	538	16.05.2020
Павловский Посад	128	16.05.2020
Подольск	1345	16.05.2020
Протвино	58	16.05.2020
Пушкино	724	16.05.2020
Пущино	9	16.05.2020
Раменское	641	16.05.2020
Реутов	419	16.05.2020
Рошаль	41	16.05.2020
Руза	238	16.05.2020
Сергиев Посад	716	16.05.2020
Серебряные Пруды	36	16.05.2020
Серпухов	311	16.05.2020
Солнечногорск	432	16.05.2020
Ступино	204	16.05.2020
Талдом	55	16.05.2020
Фрязино	152	16.05.2020
Химки	783	16.05.2020
Черноголовка	13	16.05.2020
Чехов	162	16.05.2020
Шатура	290	16.05.2020
Шаховская	78	16.05.2020
Щелково	489	16.05.2020
Электрогорск	63	16.05.2020
Электросталь	229	16.05.2020
Балашиха	1007	17.05.2020
Богородский	323	17.05.2020
Бронницы	26	17.05.2020
Власиха	48	17.05.2020
Волоколамск	65	17.05.2020
Воскресенск	442	17.05.2020
Дзержинский	294	17.05.2020
Дмитров	532	17.05.2020
Долгопрудный	416	17.05.2020
Домодедово	630	17.05.2020
Дубна	71	17.05.2020
Егорьевск	251	17.05.2020
Жуковский	333	17.05.2020
Зарайск	75	17.05.2020
Звездный городок	3	17.05.2020
Ивантеевка	533	17.05.2020
Истра	363	17.05.2020
Кашира	60	17.05.2020
Клин	681	17.05.2020
Коломна	844	17.05.2020
Королев	1390	17.05.2020
Котельники	195	17.05.2020
Красноармейск	41	17.05.2020
Красногорск	1365	17.05.2020
Краснознаменск	163	17.05.2020
Ленинский	853	17.05.2020
Лобня	393	17.05.2020
Лосино-Петровский	48	17.05.2020
Лотошино	21	17.05.2020
Луховицы	176	17.05.2020
Лыткарино	150	17.05.2020
Люберцы	1180	17.05.2020
Можайск	89	17.05.2020
Мытищи	924	17.05.2020
Наро-Фоминск	345	17.05.2020
Одинцово	1319	17.05.2020
Озеры	108	17.05.2020
Орехово-Зуево	570	17.05.2020
Павловский Посад	132	17.05.2020
Подольск	1412	17.05.2020
Протвино	58	17.05.2020
Пушкино	749	17.05.2020
Пущино	10	17.05.2020
Раменское	657	17.05.2020
Реутов	435	17.05.2020
Рошаль	48	17.05.2020
Руза	250	17.05.2020
Сергиев Посад	760	17.05.2020
Серебряные Пруды	42	17.05.2020
Серпухов	324	17.05.2020
Солнечногорск	461	17.05.2020
Ступино	210	17.05.2020
Талдом	56	17.05.2020
Фрязино	159	17.05.2020
Химки	798	17.05.2020
Черноголовка	15	17.05.2020
Чехов	174	17.05.2020
Шатура	291	17.05.2020
Шаховская	78	17.05.2020
Щелково	519	17.05.2020
Электрогорск	64	17.05.2020
Электросталь	237	17.05.2020
Балашиха	1044	18.05.2020
Богородский	352	18.05.2020
Бронницы	26	18.05.2020
Власиха	48	18.05.2020
Волоколамск	68	18.05.2020
Воскресенск	452	18.05.2020
Дзержинский	302	18.05.2020
Дмитров	554	18.05.2020
Долгопрудный	423	18.05.2020
Домодедово	645	18.05.2020
Дубна	76	18.05.2020
Егорьевск	278	18.05.2020
Жуковский	342	18.05.2020
Зарайск	83	18.05.2020
Звездный городок	3	18.05.2020
Ивантеевка	535	18.05.2020
Истра	373	18.05.2020
Кашира	66	18.05.2020
Клин	701	18.05.2020
Коломна	881	18.05.2020
Королев	1453	18.05.2020
Котельники	196	18.05.2020
Красноармейск	48	18.05.2020
Красногорск	1424	18.05.2020
Краснознаменск	165	18.05.2020
Ленинский	871	18.05.2020
Лобня	425	18.05.2020
Лосино-Петровский	50	18.05.2020
Лотошино	23	18.05.2020
Луховицы	186	18.05.2020
Лыткарино	152	18.05.2020
Люберцы	1204	18.05.2020
Можайск	92	18.05.2020
Мытищи	974	18.05.2020
Наро-Фоминск	357	18.05.2020
Одинцово	1344	18.05.2020
Озеры	108	18.05.2020
Орехово-Зуево	596	18.05.2020
Павловский Посад	142	18.05.2020
Подольск	1446	18.05.2020
Протвино	60	18.05.2020
Пушкино	794	18.05.2020
Пущино	10	18.05.2020
Раменское	674	18.05.2020
Реутов	454	18.05.2020
Рошаль	52	18.05.2020
Руза	258	18.05.2020
Сергиев Посад	777	18.05.2020
Серебряные Пруды	44	18.05.2020
Серпухов	327	18.05.2020
Солнечногорск	478	18.05.2020
Ступино	221	18.05.2020
Талдом	58	18.05.2020
Фрязино	173	18.05.2020
Химки	811	18.05.2020
Черноголовка	18	18.05.2020
Чехов	182	18.05.2020
Шатура	321	18.05.2020
Шаховская	83	18.05.2020
Щелково	534	18.05.2020
Электрогорск	70	18.05.2020
Электросталь	243	18.05.2020
Балашиха	1054	19.05.2020
Богородский	384	19.05.2020
Бронницы	28	19.05.2020
Власиха	48	19.05.2020
Волоколамск	76	19.05.2020
Воскресенск	475	19.05.2020
Дзержинский	308	19.05.2020
Дмитров	565	19.05.2020
Долгопрудный	442	19.05.2020
Домодедово	677	19.05.2020
Дубна	77	19.05.2020
Егорьевск	297	19.05.2020
Жуковский	362	19.05.2020
Зарайск	90	19.05.2020
Звездный городок	4	19.05.2020
Ивантеевка	547	19.05.2020
Истра	388	19.05.2020
Кашира	67	19.05.2020
Клин	754	19.05.2020
Коломна	918	19.05.2020
Королев	1471	19.05.2020
Котельники	199	19.05.2020
Красноармейск	48	19.05.2020
Красногорск	1498	19.05.2020
Краснознаменск	171	19.05.2020
Ленинский	877	19.05.2020
Лобня	427	19.05.2020
Лосино-Петровский	55	19.05.2020
Лотошино	27	19.05.2020
Луховицы	197	19.05.2020
Лыткарино	162	19.05.2020
Люберцы	1221	19.05.2020
Можайск	92	19.05.2020
Мытищи	988	19.05.2020
Наро-Фоминск	364	19.05.2020
Одинцово	1363	19.05.2020
Озеры	116	19.05.2020
Орехово-Зуево	625	19.05.2020
Павловский Посад	147	19.05.2020
Подольск	1486	19.05.2020
Протвино	60	19.05.2020
Пушкино	815	19.05.2020
Пущино	12	19.05.2020
Раменское	688	19.05.2020
Реутов	465	19.05.2020
Рошаль	58	19.05.2020
Руза	262	19.05.2020
Сергиев Посад	811	19.05.2020
Серебряные Пруды	47	19.05.2020
Серпухов	332	19.05.2020
Солнечногорск	497	19.05.2020
Ступино	228	19.05.2020
Талдом	66	19.05.2020
Фрязино	195	19.05.2020
Химки	839	19.05.2020
Черноголовка	18	19.05.2020
Чехов	185	19.05.2020
Шатура	362	19.05.2020
Шаховская	94	19.05.2020
Щелково	571	19.05.2020
Электрогорск	71	19.05.2020
Электросталь	252	19.05.2020
Балашиха	1088	20.05.2020
Богородский	439	20.05.2020
Бронницы	29	20.05.2020
Власиха	48	20.05.2020
Волоколамск	76	20.05.2020
Воскресенск	483	20.05.2020
Дзержинский	311	20.05.2020
Дмитров	585	20.05.2020
Долгопрудный	443	20.05.2020
Домодедово	700	20.05.2020
Дубна	82	20.05.2020
Егорьевск	348	20.05.2020
Жуковский	382	20.05.2020
Зарайск	92	20.05.2020
Звездный городок	4	20.05.2020
Ивантеевка	568	20.05.2020
Истра	419	20.05.2020
Кашира	67	20.05.2020
Клин	760	20.05.2020
Коломна	930	20.05.2020
Королев	1521	20.05.2020
Котельники	202	20.05.2020
Красноармейск	48	20.05.2020
Красногорск	1533	20.05.2020
Краснознаменск	178	20.05.2020
Ленинский	908	20.05.2020
Лобня	433	20.05.2020
Лосино-Петровский	57	20.05.2020
Лотошино	28	20.05.2020
Луховицы	199	20.05.2020
Лыткарино	172	20.05.2020
Люберцы	1245	20.05.2020
Можайск	98	20.05.2020
Мытищи	1049	20.05.2020
Наро-Фоминск	373	20.05.2020
Одинцово	1373	20.05.2020
Озеры	116	20.05.2020
Орехово-Зуево	659	20.05.2020
Павловский Посад	151	20.05.2020
Подольск	1532	20.05.2020
Протвино	62	20.05.2020
Пушкино	847	20.05.2020
Пущино	12	20.05.2020
Раменское	706	20.05.2020
Реутов	478	20.05.2020
Рошаль	58	20.05.2020
Руза	266	20.05.2020
Сергиев Посад	866	20.05.2020
Серебряные Пруды	61	20.05.2020
Серпухов	348	20.05.2020
Солнечногорск	507	20.05.2020
Ступино	238	20.05.2020
Талдом	68	20.05.2020
Фрязино	196	20.05.2020
Химки	848	20.05.2020
Черноголовка	19	20.05.2020
Чехов	188	20.05.2020
Шатура	387	20.05.2020
Шаховская	94	20.05.2020
Щелково	585	20.05.2020
Электрогорск	71	20.05.2020
Электросталь	273	20.05.2020
Балашиха	1110	21.05.2020
Богородский	472	21.05.2020
Бронницы	29	21.05.2020
Власиха	49	21.05.2020
Волоколамск	78	21.05.2020
Воскресенск	504	21.05.2020
Дзержинский	323	21.05.2020
Дмитров	603	21.05.2020
Долгопрудный	455	21.05.2020
Домодедово	724	21.05.2020
Дубна	90	21.05.2020
Егорьевск	378	21.05.2020
Жуковский	385	21.05.2020
Зарайск	103	21.05.2020
Звездный городок	5	21.05.2020
Ивантеевка	576	21.05.2020
Истра	442	21.05.2020
Кашира	77	21.05.2020
Клин	781	21.05.2020
Коломна	959	21.05.2020
Королев	1545	21.05.2020
Котельники	204	21.05.2020
Красноармейск	48	21.05.2020
Красногорск	1588	21.05.2020
Краснознаменск	181	21.05.2020
Ленинский	911	21.05.2020
Лобня	447	21.05.2020
Лосино-Петровский	57	21.05.2020
Лотошино	36	21.05.2020
Луховицы	214	21.05.2020
Лыткарино	190	21.05.2020
Люберцы	1284	21.05.2020
Можайск	100	21.05.2020
Мытищи	1072	21.05.2020
Наро-Фоминск	376	21.05.2020
Одинцово	1389	21.05.2020
Озеры	118	21.05.2020
Орехово-Зуево	681	21.05.2020
Павловский Посад	156	21.05.2020
Подольск	1599	21.05.2020
Протвино	66	21.05.2020
Пушкино	881	21.05.2020
Пущино	12	21.05.2020
Раменское	720	21.05.2020
Реутов	487	21.05.2020
Рошаль	58	21.05.2020
Руза	289	21.05.2020
Сергиев Посад	899	21.05.2020
Серебряные Пруды	63	21.05.2020
Серпухов	366	21.05.2020
Солнечногорск	521	21.05.2020
Ступино	250	21.05.2020
Талдом	74	21.05.2020
Фрязино	200	21.05.2020
Химки	884	21.05.2020
Черноголовка	19	21.05.2020
Чехов	199	21.05.2020
Шатура	394	21.05.2020
Шаховская	94	21.05.2020
Щелково	597	21.05.2020
Электрогорск	71	21.05.2020
Электросталь	282	21.05.2020
Балашиха	1132	22.05.2020
Богородский	494	22.05.2020
Бронницы	30	22.05.2020
Власиха	50	22.05.2020
Волоколамск	80	22.05.2020
Воскресенск	525	22.05.2020
Дзержинский	332	22.05.2020
Дмитров	617	22.05.2020
Долгопрудный	457	22.05.2020
Домодедово	757	22.05.2020
Дубна	97	22.05.2020
Егорьевск	379	22.05.2020
Жуковский	410	22.05.2020
Зарайск	112	22.05.2020
Звездный городок	5	22.05.2020
Ивантеевка	600	22.05.2020
Истра	458	22.05.2020
Кашира	86	22.05.2020
Клин	795	22.05.2020
Коломна	983	22.05.2020
Королев	1563	22.05.2020
Котельники	204	22.05.2020
Красноармейск	52	22.05.2020
Красногорск	1630	22.05.2020
Краснознаменск	186	22.05.2020
Ленинский	918	22.05.2020
Лобня	457	22.05.2020
Лосино-Петровский	78	22.05.2020
Лотошино	38	22.05.2020
Луховицы	222	22.05.2020
Лыткарино	190	22.05.2020
Люберцы	1291	22.05.2020
Можайск	105	22.05.2020
Мытищи	1110	22.05.2020
Наро-Фоминск	392	22.05.2020
Одинцово	1413	22.05.2020
Озеры	120	22.05.2020
Орехово-Зуево	700	22.05.2020
Павловский Посад	161	22.05.2020
Подольск	1640	22.05.2020
Протвино	66	22.05.2020
Пушкино	902	22.05.2020
Пущино	16	22.05.2020
Раменское	742	22.05.2020
Реутов	496	22.05.2020
Рошаль	64	22.05.2020
Руза	291	22.05.2020
Сергиев Посад	916	22.05.2020
Серебряные Пруды	69	22.05.2020
Серпухов	375	22.05.2020
Солнечногорск	531	22.05.2020
Ступино	267	22.05.2020
Талдом	80	22.05.2020
Фрязино	204	22.05.2020
Химки	922	22.05.2020
Черноголовка	19	22.05.2020
Чехов	208	22.05.2020
Шатура	403	22.05.2020
Шаховская	113	22.05.2020
Щелково	628	22.05.2020
Электрогорск	72	22.05.2020
Электросталь	316	22.05.2020
Балашиха	1148	23.05.2020
